Nepal,NPL,1.8373370768844097
Nauru,NRU,-0.9729165135786179
New Zealand,NZL,1.5577277472244901
Oman,OMN,2.96831339383564
Pakistan,PAK,2.02921486315548
Panama,PAN,1.6517868907556101
Peru,PER,1.6161571969758501
Philippines,PHL,1.3639946791163102
Palau,PLW,0.5624405749808579
Papua New Guinea,PNG,1.95367908220702
Poland,POL,-0.0102073030655774
Puerto Rico,PRI,0.0106465459574109
"Korea, Dem. People’s Rep.",PRK,0.454319921690691
Portugal,PRT,-0.140172576776066
Paraguay,PRY,1.2651672710804098
West Bank and Gaza,PSE,2.51178246264674
French Polynesia,PYF,0.577415665471892
Qatar,QAT,1.79528505056432
Romania,ROU,-0.597497124413531
Russian Federation,RUS,-0.0722343781903799
Rwanda,RWA,2.60765264493972
South Asia,SAS,1.17879908981622
Saudi Arabia,SAU,1.67311172870933
Sudan,SDN,2.39143403307158
Senegal,SEN,2.7497474084413303
Singapore,SGP,1.1442833068892901
Solomon Islands,SLB,2.56538506367278
Sierra Leone,SLE,2.10907525200416
El Salvador,SLV,0.509683301933842
San Marino,SMR,0.22174597008515198
Somalia,SOM,2.85560211622181
Serbia,SRB,-0.540353661727366
South Sudan,SSD,0.7822244344049541
Sub-Saharan Africa,SSF,2.65707175729588
Sao Tome and Principe,STP,1.8907633234979901
Suriname,SUR,0.9298791776521271
Slovak Republic,SVK,0.13397129785832002
Slovenia,SVN,0.6752808083947399
Sweden,SWE,1.07758038117856
Eswatini,SWZ,1.0453091935408199
Sint Maarten (Dutch part),SXM,0.19413425930758801
Seychelles,SYC,0.8879252933416371
Syrian Arab Republic,SYR,0.964511740097553
Turks and Caicos Islands,TCA,1.3868604482097098
Chad,TCD,2.98593746093303
Togo,TGO,2.4203352084149703
Thailand,THA,0.283426556156345
Tajikistan,TJK,2.39054628853621
Turkmenistan,TKM,1.5463892175506802
Timor-Leste,TLS,1.96383558319426
Tonga,TON,1.2489870631059599
Trinidad and Tobago,TTO,0.36734765966047206
Tunisia,TUN,1.11364374282179
Turkey,TUR,1.33926035058318
Tuvalu,TUV,1.19203277256267
Tanzania,TZA,2.9516816732804196
Uganda,UGA,3.55574052888872
Ukraine,UKR,-0.533355282042411
Uruguay,URY,0.3598597610324121
United States,USA,0.47395353937329204
Uzbekistan,UZB,1.8773635424462602
St. Vincent and the Grenadines,VCT,0.3432989934037539
"Venezuela, RB",VEN,-1.23504114644487
British Virgin Islands,VGB,0.762137664197041
Virgin Islands (U.S.),VIR,-0.323958187523532
Vietnam,VNM,0.960110493934853
Vanuatu,VUT,2.4309201931192597
Samoa,WSM,0.491828866926665
Kosovo,XKX,-0.157991508452547
"Yemen, Rep.",YEM,2.3005801138944904
South Africa,ZAF,1.33861739063304
Zambia,ZMB,2.89237292696711
Zimbabwe,ZWE,1.4196810456150901
